Headquarter,Size,Founded,Type,Industry,Revenue,Employer,Job_Title,Basic_Pay,Avg_Pay,Rating,Positive,Negative,Neutral,Online,Campus,Refferal,City,Monthly
India,10000+ Employees,70.0,Private,Manufacturing,$100 to $500 million (USD),Robert Bosch India,Data Scientist,199052.0,199052.0,4.0,74.0,12.0,14.0,53.0,13.0,10.0,Banglore,No
Ohio,10000+ Employees,22.0,Private,Transportation,$5 to $10 billion (USD),First Student,Data Scientist,307560.0,307560.0,4.1,62.0,8.0,30.0,36.0,36.0,12.0,Banglore,No
India,10000+ Employees,76.0,Public,Information Technology,$5 to $10 billion (USD),Wipro,Data Scientist,1542063.0,1542063.0,3.7,70.0,13.0,17.0,44.0,23.0,11.0,Banglore,No
United Kingdom,10000+ Employees,191.0,Public,Healthcare Medicine,$10+ billion (USD),GlaxoSmithKline,Data Scientist,3536315.0,3536315.0,3.8,68.0,13.0,19.0,64.0,10.0,8.0,Banglore,No
California,10000+ Employees,37.0,Private,Information Technology,$10+ billion (USD),Cisco Systems,Data Scientist,2605278.5,2800000.0,4.4,69.0,11.0,19.0,32.0,30.0,18.0,Banglore,No
Illinois,10000+ Employees,105.0,Public,Government Agencies,$10+ billion (USD),Boeing,Data Scientist,2530686.0,2530686.0,3.8,67.0,11.0,22.0,61.0,18.0,6.0,Banglore,No
India,501 to 1000 Employees,8.0,Private,Manufacturing,$10+ billion (USD),Ather Energy,Data Scientist,1922234.0,1922234.0,3.8,61.0,39.0,41.0,22.0,19.0,13.633165829145726,Banglore,No
France,10000+ Employees,157.0,Public,Banking/Finance,$10+ billion (USD),Société Générale,Data Scientist,2313533.5,2313533.5,3.7,62.0,17.0,21.0,42.0,21.0,11.0,Banglore,No
India,10000+ Employees,24.0,Public,Information Technology,$10+ billion (USD),LTI,Data Scientist,755270.0,755270.0,3.6,69.0,16.0,15.0,60.0,15.0,9.0,Banglore,No
New Joursey,201 to 500 Employees,11.0,Private,Information Technology,$10 to $25 million (USD),Gramener,Data Scientist,682409.0,682409.0,4.5,62.0,23.0,15.0,30.0,26.0,22.0,Banglore,No
California,51 to 200 Employees,5.0,Private,Information Technology,$25 to $50 million (USD),Noodle.ai,Data Scientist,477675.5,1142503.68,3.9,47.0,40.0,13.0,64.0,21.0,7.0,Banglore,No
California,1001 to 5000 Employees,65.0,Public,Information Technology,$500 million to $1 billion (USD),FICO,Data Scientist,2115542.5,2115542.5,3.9,70.0,13.0,16.0,34.0,26.0,19.0,Banglore,No
California,1001 to 5000 Employees,7.0,Private,Information Technology,$100 to $500 million (USD),Brillio,Data Scientist,965745.5,965745.5,3.6,51.0,35.0,15.0,27.0,27.0,20.0,Banglore,No
Colorado,1 to 50 Employees,10.0,Private,Transportation,$25 to $50 million (USD),Direct Line Transportation,Data Scientist,134334.5,134334.5,4.0,63.94645441389291,25.77729257641921,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
California,10000+ Employees,21.0,Private,Information Technology,$100 to $500 million (USD),[24]7.ai,Data Scientist,1879854.0,1879854.0,4.3,56.0,24.0,20.0,23.0,21.0,16.0,Banglore,No
Illinois,5001 to 10000 Employees,52.0,Public,Information Technology,$2 to $5 billion (USD),Zebra Technologies,Data Scientist,1206146.5,1206146.5,3.9,54.0,21.0,25.0,57.0,16.0,13.0,Banglore,No
Pennsylvania,10000+ Employees,135.0,Public,Information Technology,$2 to $5 billion (USD),Unisys,Data Scientist,261659.5,261659.5,3.6,67.0,16.0,17.0,27.0,21.0,18.0,Banglore,No
California,10000+ Employees,169.0,Public,Banking/Finance,$10+ billion (USD),Wells Fargo,Data Scientist,998925.0,998925.0,3.7,64.0,14.0,22.0,64.0,9.0,9.0,Banglore,No
Belgium,10000+ Employees,169.0,Public,Manufacturing,$10+ billion (USD),Anheuser-Busch InBev,Data Scientist,1063427.0,1063427.0,3.6,60.0,19.0,22.0,63.0,22.0,6.0,Banglore,No
California,1 to 50 Employees,8.0,Private,Information Technology,$25 to $50 million (USD),Emplay,Data Scientist,250919.0,250919.0,3.5,50.0,17.0,33.0,50.0,25.0,25.0,Banglore,No
Oklahoma,10000+ Employees,38.0,Private,Outsource,$2 to $5 billion (USD),Express Employment Professionals,Data Scientist,299328.0,299328.0,3.9,58.0,25.0,17.0,51.0,19.0,11.0,Banglore,No
Wisconsin,10000+ Employees,37.0,Public,Banking/Finance,$10+ billion (USD),Fiserv,Data Scientist,503096.0,503096.0,3.4,55.0,28.0,16.0,40.0,17.0,13.0,Banglore,No
India,1 to 50 Employees,5.0,Private,Information Technology,$25 to $50 million (USD),Entropik Tech,Data Scientist,136165.5,136165.5,4.4,100.0,25.77729257641921,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
United Kingdom,10000+ Employees,32.0,Private,Banking/Finance,$10+ billion (USD),EY,Data Scientist,1499265.0,1499265.0,3.8,73.0,9.0,18.0,36.0,36.0,13.0,Banglore,No
North Carolina,1 to 50 Employees,14.0,Private,Information Technology,$5 to $10 million (USD),Fuzzy Logix,Data Scientist,385113.0,385113.0,3.6,75.0,25.0,100.0,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
Florida,1 to 50 Employees,7.0,Private,Information Technology,$25 to $50 million (USD),Comsense Technologies,Data Scientist,204939.5,204939.5,4.4,100.0,100.0,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
Virginia,10000+ Employees,27.0,Public,Banking/Finance,$10+ billion (USD),Capital One,Data Scientist,1210349.5,1210349.5,4.1,65.0,15.0,20.0,46.0,29.0,11.0,Banglore,No
California,10000+ Employees,6.0,Public,Information Technology,$10+ billion (USD),Hewlett Packard Enterprise | HPE,Data Scientist,362705.0,362705.0,4.2,67.0,14.0,19.0,35.0,21.0,18.0,Banglore,No
India,201 to 500 Employees,18.0,Private,Information Technology,$10+ billion (USD),Sixth Energy Technologies,Data Scientist,315630.0,315630.0,3.6,83.0,17.0,40.0,20.0,20.0,13.633165829145726,Banglore,No
India,5001 to 10000 Employees,21.0,Private,Information Technology,$10+ billion (USD),ITC Infotech,Data Scientist,148841.5,148841.5,3.8,58.0,25.0,17.0,34.0,18.0,17.0,Banglore,No
Minnesota,501 to 1000 Employees,30.0,Public,Healthcare Medicine,$10+ billion (USD),Optum,Data Scientist,631191.0,631191.0,3.7,66.0,19.0,15.0,37.0,32.0,11.0,Banglore,No
India,10000+ Employees,40.0,Public,Information Technology,$10+ billion (USD),Infosys,Data Scientist,453360.5,453360.5,3.8,77.0,9.0,15.0,55.0,21.0,12.0,Banglore,No
Washington,51 to 200 Employees,9.0,Private,Information Technology,$10 to $25 million (USD),CommerceIQ,Data Scientist,857910.5,857910.5,3.8,30.0,57.0,14.0,52.0,21.0,15.0,Banglore,No
India,1 to 50 Employees,1.0,Private,Outsource,$25 to $50 million (USD),Nikhil Analytics,Data Scientist,131949.5,131949.5,3.8,75.0,25.0,50.0,25.0,25.0,13.633165829145726,Banglore,No
Finland,10000+ Employees,156.0,Public,Telecommunication/Television,$10+ billion (USD),Nokia,Data Scientist,404370.5,404370.5,4.1,75.0,8.0,17.0,34.0,22.0,19.0,Banglore,No
Belgium,10000+ Employees,169.0,Public,Manufacturing,$10+ billion (USD),Anheuser-Busch InBev,Data Scientist,923325.5,923325.5,3.6,60.0,19.0,22.0,63.0,22.0,6.0,Banglore,No
Singapore,201 to 500 Employees,12.0,Private,Information Technology,$100 to $500 million (USD),Mystifly,Data Scientist,395529.5,395529.5,3.6,44.0,44.0,13.0,33.0,27.0,20.0,Banglore,No
India,51 to 200 Employees,6.0,Private,Banking/Finance,$25 to $50 million (USD),atyati technologies,Data Scientist,250805.0,250805.0,4.5,89.0,11.0,63.0,25.0,13.0,13.633165829145726,Banglore,No
India,1 to 50 Employees,1.0,Private,Information Technology,$25 to $50 million (USD),Tarah Technologies,Data Scientist,226597.0,226597.0,3.2,100.0,100.0,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
India,1 to 50 Employees,7.0,Private,Information Technology,$25 to $50 million (USD),Neewee,Data Scientist,180802.5,180802.5,3.6,50.0,50.0,100.0,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
India,501 to 1000 Employees,6.0,Private,Information Technology,$100 to $500 million (USD),Rapido,Data Scientist,313599.0,313599.0,4.1,43.0,52.0,5.0,58.0,16.0,16.0,Banglore,No
Australia,1 to 50 Employees,4.0,Private,Information Technology,$25 to $50 million (USD),Tribes.AI,Data Scientist,245265.0,1142503.68,5.0,100.0,50.0,50.0,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
India,51 to 200 Employees,5.0,Public,Information Technology,$1 to $5 million (USD),Xelpmoc Design & Tech,Data Scientist,162060.5,162060.5,3.3,82.0,18.0,55.0,36.0,9.0,13.633165829145726,Banglore,No
India,1 to 50 Employees,4.0,Private,Information Technology,$25 to $50 million (USD),Sumyag,Data Scientist,262116.5,262116.5,4.5,63.94645441389291,25.77729257641921,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
Morocco,10000+ Employees,75.0,Private,Banking/Finance,$10+ billion (USD),Fidelity Investments,Data Scientist,389843.0,389843.0,4.1,67.0,14.0,19.0,47.0,21.0,11.0,Banglore,No
India,5001 to 10000 Employees,11.0,Private,"Cable, Internet & Telephone Providers",$10+ billion (USD),Jio,Data Scientist,341649.5,341649.5,3.7,63.0,17.0,20.0,44.0,18.0,17.0,Banglore,No
New York,10000+ Employees,98.0,Public,Information Technology,$5 to $10 billion (USD),Nielsen,Data Scientist,711363.5,711363.5,3.7,65.0,14.0,21.0,46.0,25.0,14.0,Banglore,No
India,1 to 50 Employees,1.0,Private,Information Technology,$25 to $50 million (USD),Prasanna Technologies,Data Scientist,190268.0,190268.0,3.6,40.0,60.0,75.0,25.0,21.65818759936407,13.633165829145726,Banglore,No
India,5001 to 10000 Employees,63.0,Public,Government Agencies,$1 to $2 billion (USD),Defence Research & Development Organisation,Data Scientist,155318.0,155318.0,4.3,77.0,3.0,19.0,42.0,25.0,11.0,Banglore,No
Pennsylvania,201 to 500 Employees,20.0,Private,Healthcare Medicine,$5 to $10 million (USD),M*Modal,Data Scientist,31171.5,31171.5,3.5,60.0,21.0,19.0,44.0,22.0,10.0,Banglore,No
California,501 to 1000 Employees,18.0,Private,Information Technology,$25 to $50 million (USD),Innominds Software,Data Scientist,523562.5,523562.5,3.9,68.0,18.0,13.0,37.0,19.0,14.0,Banglore,No
North Carolina,10000+ Employees,136.0,Public,Information Technology,$10+ billion (USD),Honeywell,Data Scientist,1008276.5,1008276.5,3.7,64.0,16.0,20.0,39.0,21.0,13.0,Banglore,No
India,1001 to 5000 Employees,25.0,Private,Government Agencies,$10+ billion (USD),Samsung R&D Institute India - Bangalore,Data Scientist,1045422.0,1045422.0,3.6,69.0,11.0,20.0,56.0,13.0,12.0,Banglore,No
Singapore,1 to 50 Employees,4.0,Private,Information Technology,$25 to $50 million (USD),Lifesight,Data Scientist,4381953.0,4381953.0,4.7,57.0,43.0,43.0,29.0,29.0,13.633165829145726,Banglore,No
California,51 to 200 Employees,12.0,Private,Information Technology,$10+ billion (USD),Seven Lakes Technologies,Data Scientist,5398498.0,5398498.0,4.5,64.0,20.0,16.0,29.0,29.0,21.0,Banglore,No
Missouri,10000+ Employees,42.0,Public,Information Technology,$5 to $10 billion (USD),Cerner,Data Scientist,3025526.5,3025526.5,3.8,77.0,9.0,14.0,47.0,21.0,15.0,Banglore,No
India,51 to 200 Employees,6.0,Public,Government Agencies,$10+ billion (USD),CSTEP,Data Scientist,1694943.5,1694943.5,3.1,100.0,33.0,33.0,33.0,21.65818759936407,13.633165829145726,Banglore,No
Hong Kong,1001 to 5000 Employees,99.0,Public,Banking/Finance,$100 to $500 million (USD),Citic Bank International,Data Scientist,1696931.5,1696931.5,3.7,50.0,50.0,50.0,50.0,21.65818759936407,13.633165829145726,Banglore,No
Denmark,10000+ Employees,93.0,Private,Transportation,$10+ billion (USD),MAERSK,Data Scientist,2003240.0,2003240.0,4.0,61.0,20.0,19.0,56.0,11.0,10.0,Banglore,No
Florida,51 to 200 Employees,3.0,Private,Information Technology,$5 to $10 million (USD),Blackstraw,Data Scientist,2926641.0,2926641.0,3.9,100.0,50.0,25.0,25.0,21.65818759936407,13.633165829145726,Banglore,No
Texas,10000+ Employees,54.0,Public,Information Technology,$10+ billion (USD),NTT DATA,Data Scientist,2110857.5,2110857.5,3.7,67.0,17.0,16.0,33.0,28.0,15.0,Banglore,No
Texas,10000+ Employees,102.0,Public,Government Agencies,$10+ billion (USD),Halliburton,Data Scientist,3523450.0,3523450.0,3.6,70.0,11.0,19.0,44.0,32.0,9.0,Banglore,No
California,51 to 200 Employees,11.0,Private,Information Technology,$10+ billion (USD),Bidgely,Data Scientist,2669204.0,2669204.0,3.4,57.0,31.0,12.0,25.0,23.0,20.0,Banglore,No
India,1001 to 5000 Employees,13.0,Private,Banking/Finance,$10+ billion (USD),BankBazaar,Data Scientist,1977236.0,1977236.0,3.3,56.0,26.0,18.0,33.0,31.0,20.0,Banglore,No
India,1001 to 5000 Employees,20.0,Private,Information Technology,$5 to $10 million (USD),Molecular Connections,Data Scientist,749395.5,749395.5,3.5,35.0,32.0,32.0,48.0,14.0,14.0,Banglore,No
California,10000+ Employees,44.0,Public,Information Technology,$10+ billion (USD),Oracle,Data Scientist,1256945.5,1256945.5,3.7,67.0,15.0,18.0,29.0,27.0,19.0,Banglore,No
Germany,10000+ Employees,21.0,Private,Information Technology,$5 to $10 billion (USD),T-Systems,Data Scientist,2098077.5,2098077.5,3.8,60.0,22.0,18.0,40.0,15.0,13.0,Banglore,No
India,51 to 200 Employees,17.0,Private,Information Technology,$5 to $10 million (USD),Nabler Web Solutions,Data Scientist,860569.0,860569.0,4.5,70.0,17.0,13.0,33.0,22.0,11.0,Banglore,No
United Kingdom,10000+ Employees,156.0,Public,Banking/Finance,$10+ billion (USD),HSBC Holdings,Data Scientist,1060334.5,1060334.5,3.7,63.0,11.0,26.0,60.0,11.0,9.0,Banglore,No
India,501 to 1000 Employees,30.0,Private,Information Technology,Less than $1 million (USD),Dailyhunt,Data Scientist,2047028.0,2047028.0,3.5,46.0,42.0,13.0,33.0,26.0,14.0,Banglore,No
India,10000+ Employees,22.0,Public,Information Technology,$500 million to $1 billion (USD),Mindtree,Data Scientist,1206600.0,1206600.0,3.9,66.0,17.0,18.0,34.0,25.0,14.0,Banglore,No
Morocco,10000+ Employees,58.0,Private,Consulting,$5 to $10 billion (USD),Boston Consulting Group,Data Scientist,1753404.0,1753403.5,4.1,70.0,12.0,18.0,50.0,26.0,11.0,Banglore,No
India,51 to 200 Employees,6.0,Private,Outsource,$25 to $50 million (USD),Komli Media,Data Scientist,2537044.5,2537044.5,3.5,45.0,9.0,45.0,27.0,27.0,18.0,Banglore,No
United Kingdom,10000+ Employees,28.0,Private,Government Agencies,$10+ billion (USD),Kantar,Data Scientist,3904680.0,3904680.0,3.4,61.0,18.0,21.0,50.0,16.0,14.0,Banglore,No
India,501 to 1000 Employees,14.0,Private,Information Technology,$10+ billion (USD),InMobi,Data Scientist,2432807.0,2432807.0,4.1,47.0,38.0,16.0,36.0,21.0,18.0,Banglore,No
India,201 to 500 Employees,4.0,Private,Manufacturing,$100 to $500 million (USD),SUN Mobility,Data Scientist,1317778.0,1317778.0,3.1,33.0,67.0,100.0,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
India,1001 to 5000 Employees,42.0,Public,Government Agencies,$10+ billion (USD),UIDAI,Data Scientist,1336138.0,1336137.5,3.9,67.0,33.0,33.0,33.0,33.0,13.633165829145726,Banglore,No
New York,10000+ Employees,351.0,Public,Manufacturing,$10+ billion (USD),Hudson's Bay Company,Data Scientist,41928.0,41928.0,3.4,68.0,13.0,19.0,67.0,12.0,11.0,Banglore,No
India,51 to 200 Employees,11.0,Private,Information Technology,$10+ billion (USD),Neviton,Data Scientist,1223453.0,1223453.0,3.5,93.0,7.0,60.0,20.0,7.0,13.633165829145726,Banglore,No
United Arab Emirates,10000+ Employees,48.0,Private,Manufacturing,$10+ billion (USD),Landmark Group,Data Scientist,2032826.0,2032826.0,3.7,56.0,25.0,19.0,29.0,23.0,17.0,Banglore,No
New Joursey,10000+ Employees,130.0,Public,Healthcare Medicine,$10+ billion (USD),Merck,Data Scientist,897210.5,897210.5,4.2,70.0,12.0,19.0,52.0,14.0,13.0,Banglore,No
New Joursey,201 to 500 Employees,7.0,Private,Information Technology,$100 to $500 million (USD),Dodge Data & Analytics,Data Scientist,69996.5,69996.5,3.3,50.0,33.0,17.0,69.0,13.0,13.0,Banglore,No
India,51 to 200 Employees,6.0,Private,Consulting,$25 to $50 million (USD),Thoucentric,Data Scientist,712980.5,712980.5,4.3,57.0,21.0,21.0,40.0,30.0,20.0,Banglore,No
California,10000+ Employees,23.0,Public,Information Technology,$10+ billion (USD),Google,Data Scientist,121855.5,121855.0,4.5,62.0,15.0,23.0,44.0,22.0,22.0,Banglore,No
Netherlands,10000+ Employees,130.0,Public,Manufacturing,$5 to $10 billion (USD),Signify,Data Scientist,874367.5,874367.5,3.6,74.0,15.0,11.0,61.0,15.0,13.0,Banglore,No
India,51 to 200 Employees,10.0,Private,Information Technology,Less than $1 million (USD),Mobinius,Data Scientist,224288.5,224288.5,3.8,100.0,50.0,50.0,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
India,1001 to 5000 Employees,14.0,Private,Information Technology,$10+ billion (USD),Myntra,Data Scientist,507097.5,507097.5,4.1,53.0,31.0,15.0,25.0,20.0,18.0,Banglore,No
Australia,1 to 50 Employees,14.0,Private,Outsource,$25 to $50 million (USD),Datalicious,Data Scientist,894881.5,894881.5,3.8,71.0,29.0,67.0,17.0,17.0,13.633165829145726,Banglore,No
India,5001 to 10000 Employees,45.0,Public,Information Technology,$5 to $10 million (USD),HCL Infosystems,Data Scientist,398634.0,398634.0,3.6,74.0,9.0,17.0,30.0,23.0,16.0,Banglore,No
Virginia,51 to 200 Employees,39.0,Public,Banking/Finance,$25 to $50 million (USD),Capital Impact Partners,Data Scientist,476706.5,476706.5,3.9,67.0,33.0,100.0,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
Belgium,10000+ Employees,169.0,Public,Manufacturing,$10+ billion (USD),Anheuser-Busch InBev,Data Scientist,1416794.5,1416794.5,3.6,60.0,19.0,22.0,63.0,22.0,6.0,Banglore,No
India,10000+ Employees,20.0,Public,Outsource,$500 million to $1 billion (USD),Firstsource Solutions,Data Scientist,1004780.0,1004780.0,3.6,57.0,18.0,26.0,38.0,18.0,13.0,Banglore,No
India,201 to 500 Employees,7.0,Private,Banking/Finance,$100 to $500 million (USD),LendingKart,Data Scientist,2194619.0,2194619.0,4.0,42.0,44.0,13.0,37.0,17.0,13.0,Banglore,No
California,51 to 200 Employees,22.0,Private,Film Production & Distribution,$10 to $25 million (USD),Anonymous Content,Data Scientist,1987610.0,1987610.0,3.7,67.0,11.0,22.0,45.0,27.0,7.0,Banglore,No
India,501 to 1000 Employees,29.0,Public,Information Technology,$25 to $50 million (USD),Subex,Data Scientist,1505670.0,1505670.0,3.5,71.0,13.0,16.0,29.0,25.0,17.0,Banglore,No
India,1001 to 5000 Employees,10.0,Public,Information Technology,$50 to $100 million (USD),Happiest Minds Technologies,Data Scientist,3502239.0,3502239.0,4.3,74.0,21.0,5.0,23.0,19.0,18.0,Banglore,No
India,10000+ Employees,35.0,Public,Information Technology,$2 to $5 billion (USD),Tech Mahindra,Data Scientist,1506255.0,1506255.0,3.6,64.0,18.0,19.0,38.0,23.0,11.0,Banglore,No
New Joursey,201 to 500 Employees,11.0,Private,Information Technology,$10 to $25 million (USD),Gramener,Data Scientist,1603355.0,1603355.0,4.5,62.0,23.0,15.0,30.0,26.0,22.0,Banglore,No
California,1001 to 5000 Employees,21.0,Private,Information Technology,$100 to $500 million (USD),Tavant,Data Scientist,3189760.0,3189760.0,4.0,56.0,36.0,9.0,21.0,20.0,19.0,Banglore,No
United Kingdom,10000+ Employees,149.0,Public,Manufacturing,$10+ billion (USD),Unilever,Data Scientist,3005895.0,3005895.0,4.2,64.0,12.0,23.0,70.0,13.0,5.0,Banglore,No
California,10000+ Employees,44.0,Public,Information Technology,$10+ billion (USD),Oracle,Data Scientist,1668644.5,1668644.5,3.7,67.0,15.0,18.0,29.0,27.0,19.0,Banglore,No
Morocco,501 to 1000 Employees,3.0,Private,Healthcare Medicine,$100 to $500 million (USD),ConcertAI,Data Scientist,1042060.5,1042060.5,3.3,100.0,100.0,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
India,1001 to 5000 Employees,7.0,Private,Real Estate,$10+ billion (USD),NoBroker,Data Scientist,1027663.5,1027663.5,3.7,43.0,42.0,15.0,35.0,23.0,18.0,Banglore,No
California,10000+ Employees,23.0,Public,Information Technology,$10+ billion (USD),PayPal,Data Scientist,1005075.0,1005075.0,4.2,52.0,28.0,20.0,45.0,16.0,15.0,Banglore,No
India,5001 to 10000 Employees,10.0,Private,Information Technology,$10+ billion (USD),Ola,Data Scientist,1007925.0,1007925.0,3.1,47.0,43.0,11.0,23.0,23.0,22.0,Banglore,No
India,10000+ Employees,110.0,Public,Information Technology,$10+ billion (USD),IBM,Data Scientist,416801.0,416801.0,3.9,69.0,12.0,19.0,43.0,22.0,14.0,Banglore,No
India,1 to 50 Employees,12.0,Private,Information Technology,Less than $1 million (USD),Redwood Algorithms,Data Scientist,156047.5,156047.5,4.0,63.94645441389291,25.77729257641921,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Banglore,No
India,501 to 1000 Employees,30.0,Private,Banking/Finance,$10+ billion (USD),J.P. Morgan Asset Management,Data Scientist,2304975.5,1142503.68,4.0,64.0,13.0,23.0,69.0,11.0,9.0,Banglore,No
California,51 to 200 Employees,8.0,Private,Information Technology,$1 to $2 billion (USD),Zendrive,Data Scientist,1255332.0,1255332.0,3.8,45.0,48.0,6.0,57.0,11.0,11.0,Banglore,No
India,201 to 500 Employees,4.0,Private,Information Technology,$100 to $500 million (USD),News Technology Services,Data Scientist,651601.5,651601.5,3.3,40.0,40.0,20.0,44.0,22.0,11.0,Banglore,No
Ohio,10000+ Employees,22.0,Private,Transportation,$5 to $10 billion (USD),First Student,Data Scientist,312764.0,312764.0,4.1,62.0,8.0,30.0,36.0,36.0,12.0,Banglore,No
California,501 to 1000 Employees,7.0,Private,Information Technology,$50 to $100 million (USD),Enquero,Data Scientist,602370.0,602370.0,3.7,45.0,43.0,13.0,35.0,19.0,16.0,Banglore,No
India,5001 to 10000 Employees,21.0,Private,Information Technology,$10+ billion (USD),ITC Infotech,Data Scientist,2879268.0,2879268.0,3.8,58.0,25.0,17.0,34.0,18.0,17.0,Banglore,No
Texas,5001 to 10000 Employees,52.0,Private,Outsource,$2 to $5 billion (USD),Epsilon,Data Scientist,3359504.0,3359504.0,3.9,60.0,27.0,13.0,31.0,21.0,15.0,Banglore,No
Illinois,1001 to 5000 Employees,17.0,Private,Consulting,$10+ billion (USD),Mu Sigma,Data Scientist,828517.5,828517.5,3.3,70.0,12.0,19.0,77.0,12.0,5.0,Banglore,No
India,1001 to 5000 Employees,35.0,Public,Information Technology,$100 to $500 million (USD),Sonata Software,Data Scientist,347346.0,347346.0,3.7,64.0,20.0,16.0,46.0,16.0,12.0,Banglore,No
Louisiana,10000+ Employees,91.0,Public,Information Technology,$10+ billion (USD),Lumen,Data Scientist,821605.5,821605.5,3.8,61.0,20.0,19.0,51.0,13.0,12.0,Banglore,No
